weight_method,value_tier,churn_risk,cat_behavior,households,deep_events,full_events,visit_diff,visit_se,spend_diff,spend_se,visit_ci_low,visit_ci_high,spend_ci_low,spend_ci_high,performance_quadrant
Visit weighted,V3 Maintain,true,C2 New trial,809,1945,5841,-0.054881400716116933,0.048795645223056038,-4.2178142462205379,2.187789199315314,-0.15052086535330678,0.0407580639210729,-8.505881076878552,0.070252584437477061,Q4 Relationship weakened
Visit weighted,V3 Maintain,true,C3 Regular-price repeat,423,839,6716,0.037402348056502666,0.071651603941273609,2.5127191767260655,3.7647312082396955,-0.1030347956683936,0.17783949178139893,-4.8661539914237375,9.8915923448758676,Q1 Relationship strengthened
Visit weighted,V3 Maintain,true,C4 Promotion responsive,215,353,493,0.032879291251384328,0.14411372239740167,-15.443854374307863,7.3151031275598788,-0.24958360464752294,0.31534218715029161,-29.781456504325227,-1.1062522442905003,Q2 More low-value visits
Visit weighted,V3 Maintain,true,C5 Low-frequency/irregular,1112,6048,20722,-0.08137372427116038,0.03006150013546955,-4.7598299990370476,1.2768278990796376,-0.1402942645366807,-0.022453184005640066,-7.2624126812331369,-2.2572473168409579,Q4 Relationship weakened
Visit weighted,V4 Low engagement,false,C1 Stock-up risk,69,97,122,-0.027053140096618356,0.14660928080224955,-14.668782608695658,7.7340147788488132,-0.31440733046902747,0.26030105027579076,-29.82745157523933,0.48988635784801637,Q4 Relationship weakened
Visit weighted,V4 Low engagement,false,C2 New trial,1385,5767,17194,-0.082233990242541591,0.025379905054336651,-2.4747200719597546,1.032876744820316,-0.13197860414904142,-0.032489376336041757,-4.4991584918075738,-0.45028165211193549,Q4 Relationship weakened
Visit weighted,V4 Low engagement,false,C3 Regular-price repeat,198,296,1374,0.069962651906884013,0.10296549510382715,4.5461146171755944,4.4056614289546658,-0.1318497184966172,0.27177502231038519,-4.0889817835755506,13.181211017926739,Q1 Relationship strengthened
Visit weighted,V4 Low engagement,false,C4 Promotion responsive,109,174,201,-0.021100917431192676,0.13631451066156669,1.2678983180428123,8.0403178948521443,-0.28827735832786339,0.246075523465478,-14.491124755867391,17.026921391953017,Q3 Fewer high-value visits
Visit weighted,V4 Low engagement,false,C5 Low-frequency/irregular,1318,7018,20633,-0.035562879632004135,0.027939749305007477,-2.7842791050172662,1.0610992012469256,-0.0903247882698188,0.019199029005810518,-4.86403353946124,-0.70452467057329216,Q4 Relationship weakened
Visit weighted,V4 Low engagement,true,C1 Stock-up risk,147,203,258,-0.11247165532879821,0.13713959208425242,0.22781065759637123,6.9084494016089408,-0.38126525581393295,0.15632194515633652,-13.312750169557152,13.768371484749895,Q3 Fewer high-value visits
Visit weighted,V4 Low engagement,true,C2 New trial,1400,4782,13989,-0.00085716797541562722,0.028239987244742595,-1.8915484596132386,1.2464432330478785,-0.056207542975111116,0.054493207024279858,-4.33457719638708,0.55148027716060333,Q4 Relationship weakened
Visit weighted,V4 Low engagement,true,C3 Regular-price repeat,304,480,2521,-0.13929861225511278,0.079230053038515061,-4.2094020344862964,4.5201010999636724,-0.29458951621060231,0.015992291700376748,-13.068800190415093,4.6499961214425012,Q4 Relationship weakened
Visit weighted,V4 Low engagement,true,C4 Promotion responsive,216,361,452,0.14510582010582007,0.13114356834015123,-0.18423622134038972,6.6054090152968046,-0.11193557384087632,0.40214721405251647,-13.130837891322127,12.762365448641347,Q2 More low-value visits
Visit weighted,V4 Low engagement,true,C5 Low-frequency/irregular,1501,8960,26816,-0.089942763079040117,0.025566966038980433,-3.706655886071744,0.91818737336969047,-0.14005401651544175,-0.039831509642638471,-5.506303137876337,-1.9070086342671506,Q4 Relationship weakened
